126.850381345,-151.257010848,113.534738712,-164.1545059,105.263346843,-178.366852077,102.570586085,165.316227823,105.146348208,149.098086769,107.776682845,132.074377277,115.481556257,116.884826113,124.024031639,102.678395085,127.002391642,89.6483744569,125.122722629,77.1724523115,116.626181907,63.0924641732,109.564600124,47.6709592676,104.768042727,31.0258231426,101.893926161,14.2027072147,103.899789731,-2.75832691724,111.762439025,-17.1736772807,124.84150592,-30.3074483498,111.43247156,-144.946653878,112.636669195,-133.280637435,103.698751256,-120.878754222,90.8286451337,-108.766439829,78.4319964742,-96.0163159574,78.0532726095,-80.5767209066,92.3961506729,-68.5559012884,105.034959784,-57.9231894907,113.748129191,-46.8597693098,113.633007634,-36.1298633713,65.0046727759,-89.3130020846,42.0005792718,-90.3009204448,20.037211274,-93.4923961049,2.98847989967,137.991830746,26.5239372531,171.326293686,18.7794117647,144.144160476,15.0495792513,94.6520538493,16.2269333225,38.0434867693,24.2993914301,11.8743711517,86.6182724935,-138.847933258,80.2024376943,-131.573340053,73.0663788482,-123.399017448,63.6515455225,-114.326731892,68.3685201063,-125.006155089,75.8418738933,-133.515090146,65.6449125334,-63.9974982632,75.3264765599,-55.3946927199,82.6579867697,-47.5596861923,89.8612745245,-41.0386196959,79.055575093,-46.1380772068,71.267650943,-53.1111858332,55.3246180742,133.696823879,40.9345440241,126.277076073,32.6413912675,108.247201535,33.0225655521,92.1182632913,31.5537144321,71.9450470909,40.0986483606,55.3832555074,55.173964025,49.5726295634,59.5306778086,67.5020755292,62.9300859525,80.1370607135,64.0116382827,91.0925949558,63.9914181773,100.098747431,60.0968958804,113.767460862,51.3630831067,128.851954889,38.3856799324,105.441862123,39.0190957819,91.7926085625,38.0273332083,76.6516382888,50.6735963304,54.0080788935,48.9860887851,78.4842961086,51.0146041408,91.3710040453,49.0760677304,102.020410865,0.130701131625,0.129432067794,0.183015771528_1,0,0,0
125.657640279,-159.545979867,115.974977912,-171.615087022,112.104290606,175.349958525,113.305241956,161.960123349,115.582240527,148.676180465,115.846583013,135.576024336,114.52030992,122.028780062,114.48486248,107.662238166,113.187331324,92.3977204045,113.924981387,77.1872106065,111.555663639,63.7930005603,108.30928577,50.9295373105,104.465959423,37.1505830978,100.203124153,22.9600987057,98.1413517,7.66385895132,104.1975848,-7.67266074039,115.387154839,-20.236399657,116.340606317,-143.677635988,113.653581898,-133.154417927,105.26194875,-121.33166572,94.0742271167,-109.069402552,82.2761932294,-95.394698148,83.1735688819,-76.6075022462,97.1146452666,-64.8552143693,108.688254555,-53.0959921902,116.913070655,-42.4511227822,114.235907492,-31.6316625917,64.1282371179,-85.29091531,47.2062580157,-83.5967332505,29.3871956205,-79.6797666067,12.1154338356,-64.2436303354,19.0993124752,158.21497478,11.1917078795,133.722239092,10.6033389009,72.0676328438,16.079441623,34.4167634569,23.688323668,19.9648730083,88.4704415675,-139.96273992,86.9669726118,-130.721094163,78.3361247631,-121.332687554,63.3103111802,-115.981756723,66.7758865994,-127.591672208,75.437283468,-136.516577553,63.5773375872,-61.5735800488,78.5678139195,-55.7090954265,86.4302927319,-46.7098140441,87.361090925,-36.4570943108,75.3100741364,-40.5017849827,66.8119941369,-49.6421897498,57.915416788,137.552112631,42.1170103468,125.965597398,30.3715458258,106.715187777,32.1131487908,87.7429477715,32.1277995158,69.4746500413,43.8294311068,53.1839300737,61.0743633178,46.2097446982,53.86329293,63.2250751114,50.1499654152,78.189220007,50.0889347469,89.6972065678,50.248396831,102.336015832,52.3064069461,118.222202686,52.291785166,131.625510595,39.3127157467,104.3377427,40.1081798386,88.1930288748,40.6790331378,73.9237270868,55.5567137519,49.2506545747,40.6790331378,73.9237270868,40.1081798386,88.1930288748,39.3127157467,104.3377427,0.351776695297,0.352222555892,0.0_1,0,0,0
140.162037037,-152.878435596,125.858988005,-165.319135171,117.750044997,179.949910034,119.42933984,163.908271134,123.146431881,149.174706825,125.772025938,134.242038206,129.343874238,119.021702403,136.101982232,103.923631032,137.108639331,89.4776352758,135.759138496,74.9506435485,127.985234132,59.3478636788,125.460268528,43.3376537611,123.739703706,28.0055952261,120.341729755,13.0156084851,121.284605164,-1.36872302928,129.755821052,-15.1434911154,143.300330989,-27.3776095342,127.95949328,-144.174506151,127.788599014,-133.367950269,117.124680337,-122.395051032,105.504458408,-110.384991228,94.5104235294,-96.5311900972,94.568600263,-83.167842159,106.270809076,-70.0555047704,117.705075768,-58.0712549447,128.236166012,-47.7329407617,129.338757816,-37.0327618448,70.9186537508,-91.4139833082,50.9712967942,-93.0927196956,30.1313230094,-97.1492956898,9.65505855546,-112.854819962,27.2323797831,169.199781412,17.3328023719,148.319249896,12.2288055476,98.2275440621,13.8643483694,35.7637512111,23.8034138024,12.3790703699,98.1579587277,-137.829669288,97.3818266193,-127.847664535,89.3421192571,-119.320250595,72.7185317618,-115.015493493,77.1919847436,-125.431090559,86.0308572025,-133.988840023,73.4185193207,-65.6681215633,90.8520913829,-61.5723615759,99.2713875747,-52.6327173377,100.560266579,-43.2459908535,88.5533214732,-47.1265748141,77.7232051983,-55.2966188481,72.8264426149,132.020751485,52.312546379,131.626851374,35.3293268005,114.67686317,36.1107305602,91.1900873792,34.7298334603,67.5723582091,51.2337449958,48.0482375137,73.1094033732,46.5811837374,79.3611412717,63.6296217259,82.5242362429,79.350866104,83.1033172153,89.827636646,82.433303752,100.307589162,80.0399689299,115.731733904,67.5498694417,128.174741162,46.5041064898,108.492244583,45.1091764807,90.9526623639,45.0935254561,72.9123824885,67.0803919133,50.961586463,63.7168565041,77.0767476684,64.1034286717,89.7765489072,63.8305397343,103.360700061,0.3575392426,0.349224376493,0.222415173103_1,0,0,0
124.995211846,-156.118959243,112.389854769,-168.917961467,105.553624714,175.981493579,106.357236745,160.560404617,107.80187457,145.926232082,107.548798975,130.81373631,106.036522769,115.886290357,106.165007732,100.470955706,104.84727008,84.6884317299,106.308555003,69.2259565418,104.454929976,55.8043090592,102.648500959,43.2991049346,96.1933257851,29.519984349,92.4595780472,14.0185616324,90.7774106182,-2.27465796614,97.6264340816,-18.2684631985,109.994959974,-31.5799011914,109.05304989,-144.966203812,104.583108167,-134.492970939,93.3181309964,-124.827067275,81.2927356335,-113.40681911,69.0976081715,-101.938900404,69.594476934,-80.3167440046,82.1611224561,-68.8041873021,93.8472321618,-58.018409138,102.235498248,-48.5279859718,104.005698581,-39.1064340052,53.6037480775,-90.3143769796,38.6093944186,-88.9524224942,22.6672226889,-85.6839724801,6.22211773715,-64.2222619861,22.9380889702,166.391395523,14.0736523444,143.369581752,11.5240177208,81.4873110488,16.934390236,29.7263669354,25.0941178194,10.0916175368,84.6399470196,-144.954154161,77.7797231762,-137.444301384,68.7680033049,-130.098934466,56.9680770955,-123.320872367,62.8600924253,-134.80095839,72.6088030376,-142.099571915,56.3352103538,-61.7022832068,68.3245502063,-54.4694900939,76.613295857,-46.5321897958,82.6166379538,-39.5470190641,71.0207719139,-42.0877421337,61.9886852746,-50.1683236701,53.7568877859,129.639002395,39.6081176582,122.521770891,30.5447123905,105.755938951,31.4433671443,86.8900318711,31.1100047604,65.8945124966,40.5779212172,50.6916002235,56.6488932114,44.0639121246,52.3327311454,58.0338698219,47.0932433865,70.5182818073,45.6403141811,84.0818276782,46.8220352444,97.7254527083,49.3270303749,113.025885027,49.9005780559,125.947921832,36.3557995497,103.187437564,37.4948237489,85.8615480278,37.6083929426,70.2542447633,52.4332352702,47.0798812595,37.0271368969,68.2746524227,36.5852354785,84.1862828207,36.1407792612,101.643708277,0.210453456706,0.216137290783,0.0196236724993_1,0,0,0
137.794614382,-154.003758456,122.198259301,-166.562464682,110.948463869,177.622276084,112.628240058,161.572148387,119.758346828,145.63279658,123.036591352,130.467591118,127.034976146,116.585814815,134.431164934,103.706366928,134.605643574,90.3630624641,135.011774605,77.0975338758,129.855360213,62.9039101572,129.362020018,47.6491987052,127.227574655,32.6301761027,123.034200839,17.7960694263,121.234470878,2.17588696911,129.757703567,-13.5480150463,143.417746009,-26.6806567568,128.242657809,-145.630214816,126.749300449,-135.145718708,114.52820043,-124.489956631,100.77626582,-112.062245312,88.0683383696,-97.0787354385,87.7759674312,-84.6743403738,101.324333003,-70.3053414905,115.000651608,-57.8788977101,127.74044175,-46.9826493586,130.781148082,-35.743639433,71.4540361492,-92.2882535299,49.4793764489,-93.3054619858,27.6666584157,-98.0052000784,7.25804946297,-131.96132585,27.2467459408,161.594388491,18.8477612871,142.003469336,13.7285614561,97.7568734993,15.3843843558,43.5669359327,24.0704209427,15.9213543701,97.3316186441,-139.356451838,94.5749151526,-130.048541704,86.0169435409,-121.42910126,70.505964618,-115.950427865,75.0366764417,-127.667180628,84.3403635815,-136.179805497,70.6861529805,-65.6477909959,86.3776073222,-60.7947500267,95.8284459162,-51.886725519,98.0498216077,-42.6234157516,85.2524099346,-46.0693224882,75.0417718161,-54.9021968712,65.4624040257,132.058966123,48.4167252301,125.118906733,36.5767105218,108.908456882,38.6032212875,89.7817314196,36.354098235,72.1440728594,48.3708394132,52.945457711,64.8852143921,45.9090889833,61.4307586274,62.7295225159,60.6363547494,79.4068065253,60.6089431346,90.8063421053,60.7700815486,101.247391427,62.1890134964,116.607465558,60.0389813538,129.085009171,46.1509975637,104.882023263,47.6031683289,89.822997846,45.9747678842,75.9682015111,59.3457207903,48.7272590662,45.0052596888,75.6595259765,46.6107459171,91.0485276835,46.1509975637,104.882023263,0.325996149391,0.325996149391,0.0104476173142_1,0,0,0
128.981664961,-153.423262961,117.43824115,-164.843046443,109.386413888,-178.582534622,107.614668865,165.857414229,107.87563325,151.003052775,107.233277384,135.400041611,106.108598153,119.563653416,111.944205702,104.671538973,111.294677278,90.1816984803,110.798860749,75.5506084453,104.890583953,60.5022191695,103.200429843,44.4688572433,103.183328634,28.5374681305,102.333534333,13.15754274,105.801030862,-3.09147894932,114.710784209,-17.0876079297,126.206084554,-28.7511252855,115.519183086,-142.260636493,111.214310398,-131.955676844,100.64456627,-122.686936541,88.6339425872,-112.804142141,77.0544453179,-100.735192473,78.8951606043,-80.0390387087,91.5177861965,-67.7540750032,103.869711442,-57.6059552612,114.315247358,-48.5672313438,116.202558501,-38.7322829148,56.7297972515,-88.3362749957,37.7418384129,-87.4988102669,18.7782543749,-84.9680657772,2.09464633115,38.1572265874,22.6619507951,144.081969573,17.4264643832,118.641330234,16.3771509325,84.2279746707,19.2240478006,52.70933308,24.5567628582,32.7764581155,87.2827010134,-139.482471055,84.5049905367,-130.030259272,74.8805276798,-121.704808556,59.8481353758,-118.27787102,63.2504769735,-129.641830325,73.7306657549,-138.65496808,60.8685122091,-61.9242559566,75.886365603,-58.5030622936,85.4608917215,-50.2499725208,87.4042629985,-41.3165136108,75.2840066741,-42.3399407977,64.8471452659,-50.0413743439,58.7094482001,129.511560693,44.8530858243,121.376134689,34.5828827391,105.691047149,35.3000485213,88.9496950381,34.3302201251,70.1678701498,44.7026701632,56.5399507911,57.4889187457,50.3970988402,57.8113505216,64.7647440231,59.4462625527,78.7011864429,59.2976481209,89.3747732559,59.2063133733,100.070634154,58.5946134019,114.558203442,55.0868769658,124.691284025,44.514761752,103.448615052,45.29873926,89.1815445383,44.8334094407,74.9426795198,54.6882008111,55.9167993451,44.8334094407,74.9426795198,45.2954927217,90.4464515838,44.514761752,103.448615052,0.406497769409,0.418612380444,0.00537634408602_1,0,0,0
127.164134598,-160.756233176,116.774843981,-173.651840104,111.228485342,171.683490435,114.325436204,156.772377408,119.301691516,142.82499483,123.024194458,129.382893476,124.012141525,115.331309871,125.41746552,101.059596071,126.279147172,86.8490390981,124.686239435,72.7661073383,121.638614026,58.8390412734,116.696234925,45.3982355048,108.753956298,32.2846082004,101.211250007,16.7024338006,98.9412158145,0.0510961037372,105.961755358,-15.8339851539,118.112904902,-29.3608623329,115.76731002,-148.83403272,116.830996888,-138.173606807,108.564751938,-126.817121964,96.1222234133,-115.28696974,82.9025619332,-102.581722563,83.5056148787,-83.1628368275,98.2488410878,-71.0280715222,111.402078124,-60.4502504459,119.74880355,-49.3925998293,113.749774706,-38.5649477787,64.9444066226,-91.8166563092,45.9239724509,-91.3211290824,27.9118266906,-90.12074962,8.96132598011,-83.9713081544,22.8835815487,164.570494952,12.9073421342,141.197462341,10.2732982746,79.1082774675,15.6396764982,26.9505510252,25.1316430217,7.0584804177,85.5969320425,-142.66547767,79.8845457985,-134.567418372,72.7664237279,-127.263597291,61.7252885427,-119.142110891,66.8114956542,-129.014332444,74.3145901186,-137.807155313,63.5906907618,-67.8836465167,76.0519138393,-60.0737252741,82.6951137245,-52.8488833301,86.8728588146,-45.4526505595,77.2315811571,-49.7111085087,70.0723118838,-57.2170898712,54.5118396079,126.022827724,39.930226776,118.509414954,30.6922017078,101.385307446,32.222746055,84.7629579264,31.8370771424,66.0160136887,43.4492206499,51.6793952735,60.1587073432,43.0783097643,54.4216604674,57.8731719783,50.6616174334,71.6597200859,49.4464601579,83.0990253242,49.3482171896,95.8838866878,50.0829847685,109.914113594,48.983305185,120.769054293,37.5798688102,99.2780209281,38.2915988148,84.0923493944,39.6218828252,69.3991535719,54.5134582285,47.3395344864,39.6218828252,69.3991535719,38.2915988148,84.0923493944,37.4316562916,97.7671936134,0.176014580195,0.175419588549,0.00537354900183_1,0,0,0
115.965550345,-159.535798029,109.36881767,-173.413934342,106.920985321,171.146591763,111.46673224,157.05451176,115.412597624,144.234026328,115.633078601,130.858951222,114.302269736,117.425511195,114.597030743,103.4459723,113.582090224,87.2987415073,115.023565548,72.1001637896,115.160029508,57.8077058346,118.676438698,44.0109414263,119.385719595,30.9819122383,116.861444036,17.6619918081,112.600060269,3.79665319858,114.215778949,-10.362251761,121.474313609,-23.5547092493,108.176639518,-145.966447073,106.91864712,-135.796884365,99.0481614092,-125.592067183,89.4005035962,-114.19981251,77.3565658399,-102.427204891,76.9985296786,-83.772193057,87.2778358547,-71.0430014533,95.8376846964,-58.3049503638,104.702562117,-47.7836917427,105.609060088,-36.991168505,58.603930171,-92.5888522671,45.68990797,-94.5783330959,32.7478339969,-96.3941773392,17.919182517,-101.743354375,24.6953802959,-176.415152453,13.8662746498,169.798418437,5.69907492645,106.798371781,10.4548067619,8.00472885729,21.6450656451,-9.42392450607,79.2539294759,-142.228517327,74.393489095,-133.966817501,66.6247837367,-126.51831662,56.7360507527,-119.162788142,62.0493876992,-128.524081747,69.4663061513,-136.81000264,57.4418635693,-63.8088683406,66.9357245402,-56.0795076943,75.0529815747,-48.8848337976,80.7778910984,-40.5775354866,70.6429092796,-45.6831647585,63.4480569096,-52.8087266535,56.6761443411,132.991736379,38.984650626,133.119868913,25.7723640579,119.388029191,25.4641047651,91.4560783086,24.7578279187,60.0693819118,36.6398615584,44.008034817,55.0228031527,44.3394655621,50.5043100871,57.2076363482,48.3368394007,73.9636166867,48.4571677059,89.5826784852,48.8642481691,103.789496746,52.1920383467,119.432503949,50.579669675,128.732653959,34.4824343477,109.740939612,33.4577439689,89.3955834287,33.7944920114,68.5597227658,49.4939988848,49.1808166254,35.6635839439,69.7343025291,34.4619574871,91.0758506208,36.7036227858,110.155701372,0.15967458348,0.153867906194,0.0294141907937_1,0,0,0
127.479607739,-154.37496343,113.239687653,-166.137002243,100.944905363,179.507522182,97.987501189,163.477011903,101.962466167,147.444512921,105.412873591,131.567159502,109.422644344,116.568494847,113.423168247,102.185554442,114.028726158,86.954201083,115.002265097,71.2012954035,112.527475499,56.5300681348,113.314465256,41.353805957,114.032981972,26.4923534164,112.210242957,11.2377734355,113.350927399,-4.1142156785,123.11313702,-18.0432148109,136.810701469,-30.3521938146,117.620990678,-146.37549735,114.634933752,-136.346236815,102.870951887,-127.022244825,89.0960673251,-117.355958473,75.1106464677,-106.188858738,75.463219174,-84.6327107989,88.6879382401,-71.5560381554,102.227501945,-60.6804101137,115.248288648,-50.6596672271,122.049256358,-41.0378525696,59.3384393903,-94.7766130739,40.4353926345,-97.0190471915,20.7298543136,-103.789790327,5.94265051603,-178.723819956,25.8949877249,157.600396454,19.663876432,135.151495627,16.9789776898,96.5648799255,15.5570234142,49.7159349744,21.5466069632,21.4165386827,90.2411333815,-143.929378826,86.3191263032,-134.910270507,77.0755384319,-127.519268654,63.0480006763,-122.570615984,68.6784308197,-133.117147665,78.2803621297,-141.123341603,64.0977454947,-63.0410685895,77.8416025988,-58.1655765366,87.5984678276,-51.0577786127,92.8315541618,-42.8494483085,81.4559991716,-45.5339551665,71.5413728994,-52.9958376997,58.2718560954,128.081698531,45.9970309896,119.917561079,37.2198212671,105.491392713,37.8793414267,91.4237573201,35.7868334461,76.9859710804,43.48485647,57.9761316328,57.9448808162,46.2648063358,57.6037971673,64.2134117381,59.8973909957,79.3604695598,60.8768557478,89.0034114302,60.3920313294,97.5559206657,59.0920799997,111.796113883,53.9405209563,123.716061829,46.9325903433,102.228924303,46.8770962622,91.1504352329,44.7932220566,78.332227184,53.1993236454,50.1924010257,44.0319780972,76.7945428053,45.8676847783,89.9265203615,44.7695777862,101.520319948,0.294871794872,0.299305960873,0.0263262103933_1,0,0,0
122.19880085,-154.967694017,111.275042864,-167.699516747,104.772385729,178.198283391,104.515632885,162.577202763,108.379045564,146.831749315,112.567835181,132.273185502,114.657751026,117.938913452,118.817531335,103.988085648,118.301036193,89.3803408171,117.016413578,75.5096890829,112.285297816,61.0918948207,110.064231994,46.8462140424,105.54544541,32.2330148557,103.511095681,16.4396115967,103.30488793,1.27248640136,111.062197146,-12.853025271,122.227078398,-25.5445529777,118.040570741,-139.471483491,117.391451185,-130.167656851,108.513294874,-120.283265477,96.1907717826,-111.158888216,84.0057063167,-100.092228841,82.9442753384,-80.0867627867,96.3938910055,-68.5313431553,108.796166075,-59.4625968479,119.283349707,-50.2468851323,118.465879375,-40.3528851416,61.706514955,-89.7405594922,41.7068183127,-89.6161482638,22.7173136799,-91.8177145309,2.80018690676,-104.912034304,24.0364891658,154.64215248,18.4849665374,129.350342737,16.3100434488,92.5321887114,18.2084301648,51.7232178657,24.0908791553,27.9572742055,88.9721694074,-139.565110098,84.6358281088,-131.174686843,75.6082386556,-122.586578578,60.882866224,-116.032773411,65.6634905247,-129.447405255,76.0150131433,-137.140242564,61.582941581,-62.6639531516,76.4590616313,-56.4291329529,85.0047741891,-48.5417948819,89.3982490268,-40.2025972886,77.1649485324,-42.0724329453,66.7910692313,-50.7274576288,61.5387480966,133.964005362,45.8785466936,125.620940967,35.641431438,110.910213683,35.2952236346,89.5464178879,35.1528576314,71.2846004678,44.8092675512,54.0929027826,60.5138767722,45.6793647555,58.9817009479,62.4510430909,56.6411811287,77.4792598463,56.2948110628,89.7156188947,56.7384597202,102.955659007,59.1870404108,117.927614841,56.7695536638,130.303468746,41.3018286122,107.938195701,41.2950629396,89.6123207986,40.8809590325,73.9838266626,56.3786034686,48.6059984206,45.9646909205,74.5053263007,46.2949608452,89.6541910444,46.0845117494,106.023250204,0.304532262224,0.312103499971,0.0680073921095_1,0,0,0
